series_id,country_code,country_name,year,value
VC.PKP.TOTL.UN,LBR,Liberia,2016,56496.0
VC.PKP.TOTL.UN,LBR,Liberia,2015,188760.0
VC.PKP.TOTL.UN,LBR,Liberia,2014,268548.0
VC.PKP.TOTL.UN,LBR,Liberia,2013,403218.0
VC.PKP.TOTL.UN,LBR,Liberia,2012,513996.0
VC.PKP.TOTL.UN,LBR,Liberia,2011,589184.0
VC.PKP.TOTL.UN,LBR,Liberia,2010,638656.0
VC.PKP.TOTL.UN,LBR,Liberia,2009,777237.0
VC.PKP.TOTL.UN,LBN,Lebanon,2017,220878.0
VC.PKP.TOTL.UN,LBN,Lebanon,2016,347853.0
VC.PKP.TOTL.UN,LBN,Lebanon,2015,419760.0
VC.PKP.TOTL.UN,LAC,Latin America & Caribbean,2012,9464.0
VC.PKP.TOTL.UN,IRQ,Iraq,2016,8052.0
VC.PKP.TOTL.UN,IRQ,Iraq,2015,9720.0
VC.PKP.TOTL.UN,IRQ,Iraq,2014,11270.0
VC.PKP.TOTL.UN,IRQ,Iraq,2013,14634.0
VC.PKP.TOTL.UN,IRQ,Iraq,2012,14558.0
VC.PKP.TOTL.UN,IRQ,Iraq,2011,23104.0
VC.PKP.TOTL.UN,IRQ,Iraq,2010,15980.0
VC.PKP.TOTL.UN,HTI,Haiti,2017,24654.0
VC.PKP.TOTL.UN,HTI,Haiti,2016,159324.0
VC.PKP.TOTL.UN,HTI,Haiti,2015,194080.0
VC.PKP.TOTL.UN,HTI,Haiti,2014,331798.0
VC.PKP.TOTL.UN,HTI,Haiti,2013,464400.0
VC.PKP.TOTL.UN,HTI,Haiti,2012,548912.0
VC.PKP.TOTL.UN,HTI,Haiti,2011,743104.0
VC.PKP.TOTL.UN,HTI,Haiti,2010,814912.0
VC.PKP.TOTL.UN,HTI,Haiti,2009,643047.0
VC.PKP.TOTL.UN,HPC,Heavily indebted poor countries (HIPC),2012,48582.0
VC.PKP.TOTL.UN,GNB,Guinea-Bissau,2015,560.0
VC.PKP.TOTL.UN,GNB,Guinea-Bissau,2014,644.0
VC.PKP.TOTL.UN,GNB,Guinea-Bissau,2013,972.0
VC.PKP.TOTL.UN,GNB,Guinea-Bissau,2012,1044.0
VC.PKP.TOTL.UN,GNB,Guinea-Bissau,2011,1088.0
VC.PKP.TOTL.UN,ECS,Europe & Central Asia (all income levels),2012,16.0
VC.PKP.TOTL.UN,ECA,Europe & Central Asia,2012,16.0
VC.PKP.TOTL.UN,EAS,East Asia & Pacific (all income levels),2012,447.0
VC.PKP.TOTL.UN,EAP,East Asia & Pacific,2012,447.0
VC.PKP.TOTL.UN,CYP,Cyprus,2017,18291.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2017,360465.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2016,618849.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2015,749080.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2014,967656.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2013,1144692.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2012,1111628.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2011,1211392.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2010,1299140.0
VC.PKP.TOTL.UN,COD,"Congo, Dem. Rep.",2009,1456139.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2016,86526.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2015,264720.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2014,351118.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2013,536976.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2012,639914.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2011,703936.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2010,616828.0
VC.PKP.TOTL.UN,CIV,Cote d'Ivoire,2009,606056.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2017,267456.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2016,400455.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2015,494440.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2014,399510.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2013,216.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2012,232.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2011,256.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2010,204.0
VC.PKP.TOTL.UN,CAF,Central African Republic,2009,197167.0
VC.PKP.TOTL.UN,BDI,Burundi,2014,92.0
VC.PKP.TOTL.UN,BDI,Burundi,2013,108.0
VC.PKP.TOTL.UN,BDI,Burundi,2012,116.0
VC.PKP.TOTL.UN,BDI,Burundi,2011,64.0
VC.PKP.TOTL.UN,BDI,Burundi,2010,272.0
VC.PKP.TOTL.UN,BDI,Burundi,2009,1065.0
VC.PKP.TOTL.UN,ARB,Arab League states,2012,256.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2016,462.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2015,600.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2014,690.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2013,1350.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2012,1334.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2011,960.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2010,1088.0
VC.PKP.TOTL.UN,AFG,Afghanistan,2009,1420.0
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2012,7.4798997709
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2010,5.5994269211
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2006,8.8190560056
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2005,11.178553209
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2004,11.281281534
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2003,11.35015142
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2002,13.576712567
VC.IHR.PSRC.P5,ZWE,Zimbabwe,2001,12.822979316
VC.IHR.PSRC.P5,ZWE,Zimbabwe,1990,5.626696576
VC.IHR.PSRC.P5,ZMB,Zambia,2015,5.3717496349
VC.IHR.PSRC.P5,ZMB,Zambia,2014,5.3572148665
VC.IHR.PSRC.P5,ZMB,Zambia,2013,5.8084416152
VC.IHR.PSRC.P5,ZMB,Zambia,2012,6.1181537859
VC.IHR.PSRC.P5,ZMB,Zambia,2011,6.154087951
VC.IHR.PSRC.P5,ZMB,Zambia,2010,5.9826608671
VC.IHR.PSRC.P5,ZMB,Zambia,2009,6.1444667034
VC.IHR.PSRC.P5,ZMB,Zambia,2008,5.4013956926
VC.IHR.PSRC.P5,ZMB,Zambia,2000,7.6517323157
VC.IHR.PSRC.P5,ZMB,Zambia,1999,10.571404115
VC.IHR.PSRC.P5,ZMB,Zambia,1998,8.8380104179
VC.IHR.PSRC.P5,ZMB,Zambia,1994,9.3689277426
VC.IHR.PSRC.P5,ZMB,Zambia,1993,8.6062655462
VC.IHR.PSRC.P5,ZMB,Zambia,1992,9.0873098794
VC.IHR.PSRC.P5,ZMB,Zambia,1991,8.2942650008
VC.IHR.PSRC.P5,ZMB,Zambia,1990,6.8434780845
VC.IHR.PSRC.P5,ZAF,South Africa,2017,35.9
VC.IHR.PSRC.P5,ZAF,South Africa,2016,34.0
VC.IHR.PSRC.P5,ZAF,South Africa,2015,33.8
VC.IHR.PSRC.P5,ZAF,South Africa,2014,32.6
VC.IHR.PSRC.P5,ZAF,South Africa,2013,31.7
VC.IHR.PSRC.P5,ZAF,South Africa,2012,30.6
VC.IHR.PSRC.P5,ZAF,South Africa,2011,29.8
VC.IHR.PSRC.P5,ZAF,South Africa,2010,30.8
VC.IHR.PSRC.P5,ZAF,South Africa,2009,32.9
VC.IHR.PSRC.P5,ZAF,South Africa,2008,35.9
VC.IHR.PSRC.P5,ZAF,South Africa,2007,36.9
VC.IHR.PSRC.P5,ZAF,South Africa,2006,38.7
VC.IHR.PSRC.P5,ZAF,South Africa,2005,38.0
VC.IHR.PSRC.P5,ZAF,South Africa,2004,39.0
VC.IHR.PSRC.P5,ZAF,South Africa,2003,41.6
VC.IHR.PSRC.P5,ZAF,South Africa,2002,45.8
VC.IHR.PSRC.P5,ZAF,South Africa,2001,46.1
VC.IHR.PSRC.P5,ZAF,South Africa,2000,47.6
VC.IHR.PSRC.P5,ZAF,South Africa,1999,50.2
VC.IHR.PSRC.P5,ZAF,South Africa,1998,56.6
VC.IHR.PSRC.P5,ZAF,South Africa,1997,56.1
VC.IHR.PSRC.P5,ZAF,South Africa,1996,59.4
VC.IHR.PSRC.P5,ZAF,South Africa,1995,63.9
VC.IHR.PSRC.P5,ZAF,South Africa,1994,63.0
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2013,6.7721494222
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2012,6.603147871
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2011,5.775470054
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2010,4.7463050296
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2009,4.3967827275
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2008,3.9922987917
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2007,3.9938890678
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2006,4.3262530376
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2005,4.6997585369
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2004,3.3060226521
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2003,3.7081904815
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",2000,4.0036599311
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",1999,6.0515956444
VC.IHR.PSRC.P5,YEM,"Yemen, Rep.",1998,3.7385322802
VC.IHR.PSRC.P5,XKX,Kosovo,2018,2.3989300898
VC.IHR.PSRC.P5,XKX,Kosovo,2017,2.621518296
VC.IHR.PSRC.P5,XKX,Kosovo,2016,2.0922805858
VC.IHR.PSRC.P5,XKX,Kosovo,2015,2.331002331
VC.IHR.PSRC.P5,XKX,Kosovo,2014,3.0189922055
VC.IHR.PSRC.P5,XKX,Kosovo,2013,2.2476837893
VC.IHR.PSRC.P5,XKX,Kosovo,2012,4.9855971637
VC.IHR.PSRC.P5,XKX,Kosovo,2011,3.4617532105
VC.IHR.PSRC.P5,XKX,Kosovo,2010,5.969544062
VC.IHR.PSRC.P5,XKX,Kosovo,2009,4.1442564579
VC.IHR.PSRC.P5,XKX,Kosovo,2008,6.4668135148
VC.IHR.PSRC.P5,WSM,Samoa,2013,3.1461051219
VC.IHR.PSRC.P5,WSM,Samoa,2010,8.6047412124
VC.IHR.PSRC.P5,WSM,Samoa,2009,8.6695962677
VC.IHR.PSRC.P5,WLD,World,2018,5.779750152
VC.IHR.PSRC.P5,WLD,World,2017,5.9547523855
VC.IHR.PSRC.P5,WLD,World,2016,5.9956583781
VC.IHR.PSRC.P5,WLD,World,2015,5.9455667904
VC.IHR.PSRC.P5,WLD,World,2014,6.0675076352
VC.IHR.PSRC.P5,WLD,World,2013,6.0457306724
VC.IHR.PSRC.P5,WLD,World,2012,6.166761093
VC.IHR.PSRC.P5,WLD,World,2011,6.1303136713
VC.IHR.PSRC.P5,WLD,World,2010,6.0227645518
VC.IHR.PSRC.P5,WLD,World,2009,6.0652084146
VC.IHR.PSRC.P5,WLD,World,2008,6.040104728
VC.IHR.PSRC.P5,WLD,World,2007,6.0305836315
VC.IHR.PSRC.P5,WLD,World,2006,6.1852148897
VC.IHR.PSRC.P5,WLD,World,2005,6.2935372182
VC.IHR.PSRC.P5,WLD,World,2004,6.4932836888
VC.IHR.PSRC.P5,WLD,World,2003,6.7082581152
VC.IHR.PSRC.P5,WLD,World,2002,6.8709415768
VC.IHR.PSRC.P5,WLD,World,2001,6.8939910443
VC.IHR.PSRC.P5,WLD,World,2000,6.8004389705
VC.IHR.PSRC.P5,WLD,World,1999,6.7230737706
VC.IHR.PSRC.P5,WLD,World,1998,6.8387375944
VC.IHR.PSRC.P5,WLD,World,1997,6.8728878379
VC.IHR.PSRC.P5,WLD,World,1996,7.0201681284
VC.IHR.PSRC.P5,WLD,World,1995,7.2408065756
VC.IHR.PSRC.P5,WLD,World,1994,7.3677455791
VC.IHR.PSRC.P5,WLD,World,1993,7.387648632
VC.IHR.PSRC.P5,WLD,World,1992,7.1739165257
VC.IHR.PSRC.P5,WLD,World,1991,6.963988738
VC.IHR.PSRC.P5,WLD,World,1990,6.772931368
VC.IHR.PSRC.P5,VNM,Vietnam,2011,1.5280509191
VC.IHR.PSRC.P5,VNM,Vietnam,2010,1.5187400414
VC.IHR.PSRC.P5,VNM,Vietnam,2009,1.4157402065
VC.IHR.PSRC.P5,VNM,Vietnam,2008,1.2661834948
VC.IHR.PSRC.P5,VNM,Vietnam,2007,1.3673678688
VC.IHR.PSRC.P5,VNM,Vietnam,2006,1.238513833
VC.IHR.PSRC.P5,VNM,Vietnam,2005,1.2560736769
VC.IHR.PSRC.P5,VNM,Vietnam,2004,1.2797543026
VC.IHR.PSRC.P5,VNM,Vietnam,2003,1.2867299744
VC.IHR.PSRC.P5,VNM,Vietnam,2002,1.3086499949
VC.IHR.PSRC.P5,VNM,Vietnam,2001,1.2434591448
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2012,49.27788939
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2011,42.535493506
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2010,52.787361198
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2009,46.985415727
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2008,43.090123931
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2007,40.142646427
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2006,40.012655165
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2005,34.322501647
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2004,34.227567068
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2003,28.609926722
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2002,37.768525001
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2001,25.761576608
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),2000,21.153315552
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),1999,24.844720497
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),1998,23.030649188
VC.IHR.PSRC.P5,VIR,Virgin Islands (U.S.),1997,27.697506301
VC.IHR.PSRC.P5,VGB,British Virgin Islands,2006,8.3257014403
VC.IHR.PSRC.P5,VGB,British Virgin Islands,2004,17.913923597
VC.IHR.PSRC.P5,VGB,British Virgin Islands,2003,9.2276460275
VC.IHR.PSRC.P5,VGB,British Virgin Islands,2002,4.7330556607
VC.IHR.PSRC.P5,VGB,British Virgin Islands,2001,4.8367593712
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1999,4.993508439
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1996,10.252204224
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1995,10.358937173
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1994,0.0
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1993,0.0
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1992,0.0
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1991,0.0
VC.IHR.PSRC.P5,VGB,British Virgin Islands,1990,5.7178798102
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2018,36.687634837
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2017,49.876745091
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2016,59.555296999
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2015,52.038062715
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2014,63.342599283
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2012,54.739602532
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2011,48.802485389
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2010,45.991654976
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2009,49.891174096
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2008,52.790169804
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2007,48.283149772
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2006,45.649583858
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2005,37.696096596
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2004,37.385666753
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2003,44.388568022
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2002,38.314119767
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2001,32.296712986
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",2000,33.159106794
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1999,25.164454597
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1998,19.537483779
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1997,18.500076825
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1996,22.161518651
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1995,20.432183776
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1994,22.040039669
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1993,20.421660664
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1992,15.886995886
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1991,12.450044322
VC.IHR.PSRC.P5,VEN,"Venezuela, RB",1990,12.601447638
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2016,36.540692629
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2012,25.821920966
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2011,19.387896413
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2010,23.09255496
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2009,21.238676553
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2008,14.760011439
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2007,36.860923735
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2006,18.415867111
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2005,23.937321046
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2004,26.723184666
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2003,16.617123022
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2002,18.502243397
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2001,11.122130259
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,2000,18.555113325
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1999,12.991472027
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1998,22.26200525
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1997,8.3414430697
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1996,22.225720715
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1995,18.511148339
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1994,12.030464839
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1993,12.958643415
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1992,16.675776582
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1991,16.701926289
VC.IHR.PSRC.P5,VCT,St. Vincent and the Grenadines,1990,10.233605299
VC.IHR.PSRC.P5,UZB,Uzbekistan,2017,1.1358027751
VC.IHR.PSRC.P5,UZB,Uzbekistan,2016,1.4121350041
VC.IHR.PSRC.P5,UZB,Uzbekistan,2015,1.6359756344
VC.IHR.PSRC.P5,UZB,Uzbekistan,2014,1.4789790732
VC.IHR.PSRC.P5,UZB,Uzbekistan,2008,3.0079290966
VC.IHR.PSRC.P5,UZB,Uzbekistan,2007,2.9958046605
VC.IHR.PSRC.P5,UZB,Uzbekistan,2006,3.212199104
VC.IHR.PSRC.P5,UZB,Uzbekistan,2005,3.443345706
VC.IHR.PSRC.P5,UZB,Uzbekistan,2004,3.6889878039
VC.IHR.PSRC.P5,UZB,Uzbekistan,2003,3.7399352343
VC.IHR.PSRC.P5,UZB,Uzbekistan,2002,4.1602578511
VC.IHR.PSRC.P5,UZB,Uzbekistan,2001,4.3053056739
VC.IHR.PSRC.P5,UZB,Uzbekistan,2000,4.3116751726
VC.IHR.PSRC.P5,UZB,Uzbekistan,1999,4.1536862265
VC.IHR.PSRC.P5,UZB,Uzbekistan,1998,4.4308505856
VC.IHR.PSRC.P5,UZB,Uzbekistan,1997,4.4584529921
VC.IHR.PSRC.P5,UZB,Uzbekistan,1996,4.9644131661
VC.IHR.PSRC.P5,UZB,Uzbekistan,1995,5.0765579603
VC.IHR.PSRC.P5,UZB,Uzbekistan,1994,5.4575079505
VC.IHR.PSRC.P5,UZB,Uzbekistan,1993,5.2099595398
VC.IHR.PSRC.P5,UZB,Uzbekistan,1992,5.3566965772
VC.IHR.PSRC.P5,UZB,Uzbekistan,1991,5.0850228266
VC.IHR.PSRC.P5,UZB,Uzbekistan,1990,5.5151527719
VC.IHR.PSRC.P5,USA,United States,2018,4.9569505476
VC.IHR.PSRC.P5,USA,United States,2017,5.316767266
VC.IHR.PSRC.P5,USA,United States,2016,5.3907547711
VC.IHR.PSRC.P5,USA,United States,2015,4.9498515188
VC.IHR.PSRC.P5,USA,United States,2014,4.4446756529
VC.IHR.PSRC.P5,USA,United States,2013,4.5255927962
VC.IHR.PSRC.P5,USA,United States,2012,4.7305490441
VC.IHR.PSRC.P5,USA,United States,2011,4.705311441
VC.IHR.PSRC.P5,USA,United States,2010,4.7642244631
VC.IHR.PSRC.P5,USA,United States,2009,5.0272999297
VC.IHR.PSRC.P5,USA,United States,2008,5.4252910534
VC.IHR.PSRC.P5,USA,United States,2007,5.6977777652
VC.IHR.PSRC.P5,USA,United States,2006,5.8130909014
VC.IHR.PSRC.P5,USA,United States,2005,5.6747011338
VC.IHR.PSRC.P5,USA,United States,2004,5.5234282342
VC.IHR.PSRC.P5,USA,United States,2003,5.7029372753
VC.IHR.PSRC.P5,USA,United States,2002,5.6492059547
VC.IHR.PSRC.P5,USA,United States,2001,6.6874439703
VC.IHR.PSRC.P5,USA,United States,2000,5.5326219985
VC.IHR.PSRC.P5,USA,United States,1999,5.5724656981
VC.IHR.PSRC.P5,USA,United States,1998,6.1684313399
VC.IHR.PSRC.P5,USA,United States,1997,6.7011727501
VC.IHR.PSRC.P5,USA,United States,1996,7.3210723217
VC.IHR.PSRC.P5,USA,United States,1995,8.148172868
VC.IHR.PSRC.P5,USA,United States,1994,8.8948645919
VC.IHR.PSRC.P5,USA,United States,1993,9.4500823463
VC.IHR.PSRC.P5,USA,United States,1992,9.2454740603
